,POSITION,LOC_X,LOC_Y,PLAYER_NAME,QUARTER,EVENT_TYPE
1527,SG,62.0,324.0,Dwyane Wade,1,SCORED
1528,C,67.0,296.0,Robin Lopez,1,SCORED
1529,PF,288.0,167.0,Nikola Mirotic,1,MISSED
1531,SG,51.0,90.0,Dwyane Wade,1,MISSED
1532,PF,64.0,244.0,Nikola Mirotic,1,MISSED
1533,C,59.0,390.0,Robin Lopez,1,MISSED
1534,SG,87.0,259.0,Dwyane Wade,1,BLOCKED
1536,SG,108.0,117.0,Dwyane Wade,2,MISSED
1537,PF,62.0,409.0,Nikola Mirotic,2,MISSED
1538,SG,64.0,246.0,Dwyane Wade,2,SCORED
1539,SG,51.0,225.0,Jimmy Butler,2,MISSED
1540,PF,64.0,265.0,Taj Gibson,2,SCORED
1542,PF,62.0,265.0,Taj Gibson,2,SCORED
1544,SG,146.0,143.0,Jimmy Butler,2,MISSED
1545,SG,58.0,230.0,Dwyane Wade,2,MISSED
1546,SG,64.0,260.0,Jimmy Butler,2,SCORED
1548,PG,107.0,205.0,Rajon Rondo,2,MISSED
1549,PG,62.0,244.0,Rajon Rondo,2,SCORED
1551,PG,62.0,269.0,Rajon Rondo,2,SCORED
1552,PG,53.0,262.0,Rajon Rondo,2,SCORED
1553,C,87.0,295.0,Robin Lopez,2,SCORED
1554,SG,97.0,125.0,Dwyane Wade,2,MISSED
1555,SG,156.0,249.0,Jimmy Butler,2,MISSED
1556,PF,52.0,250.0,Taj Gibson,2,SCORED
1557,PF,264.0,393.0,Nikola Mirotic,2,MISSED
1558,SG,873.0,446.0,Jimmy Butler,3,SCORED
1559,C,887.0,236.0,Robin Lopez,3,SCORED
1560,SG,890.0,383.0,Jimmy Butler,3,MISSED
1561,C,873.0,243.0,Robin Lopez,3,MISSED
1562,SG,853.0,241.0,Dwyane Wade,3,SCORED
1563,SG,809.0,110.0,Jimmy Butler,3,MISSED
1564,PF,878.0,250.0,Taj Gibson,3,SCORED
1565,SG,642.0,320.0,Jimmy Butler,3,MISSED
1566,SG,858.0,9.0,Dwyane Wade,3,SCORED
1567,SG,706.0,436.0,Dwyane Wade,3,MISSED
1568,PG,878.0,240.0,Rajon Rondo,3,SCORED
1569,PG,745.0,400.0,Rajon Rondo,3,MISSED
1570,C,846.0,292.0,Robin Lopez,3,SCORED
1572,SG,715.0,439.0,Dwyane Wade,3,MISSED
1573,PF,888.0,250.0,Taj Gibson,3,MISSED
1575,SG,882.0,240.0,Dwyane Wade,3,SCORED
1576,SG,881.0,235.0,Jimmy Butler,3,SCORED
1577,SG,743.0,352.0,Dwyane Wade,3,SCORED
1578,SG,735.0,171.0,Dwyane Wade,4,MISSED
1579,PF,881.0,323.0,Taj Gibson,4,SCORED
1580,SG,774.0,115.0,Dwyane Wade,4,MISSED
1581,SG,882.0,240.0,Dwyane Wade,4,SCORED
1583,PF,647.0,367.0,Nikola Mirotic,4,MISSED
1584,SG,699.0,434.0,Dwyane Wade,4,MISSED
1585,PF,878.0,264.0,Nikola Mirotic,4,MISSED
1586,PF,745.0,18.0,Nikola Mirotic,4,MISSED
1587,PG,886.0,257.0,Rajon Rondo,4,SCORED
1588,SG,763.0,81.0,Jimmy Butler,4,MISSED
1589,PG,660.0,151.0,Rajon Rondo,4,SCORED
1590,SG,868.0,256.0,Jimmy Butler,4,SCORED
1591,PG,833.0,261.0,Rajon Rondo,4,MISSED
1592,SG,748.0,352.0,Jimmy Butler,4,MISSED
1593,PF,876.0,246.0,Taj Gibson,4,MISSED
1594,PF,769.0,297.0,Nikola Mirotic,4,SCORED
1595,SG,828.0,344.0,Dwyane Wade,4,MISSED
1596,SG,887.0,277.0,Dwyane Wade,4,SCORED
1597,PF,838.0,22.0,Nikola Mirotic,4,MISSED
1598,SG,887.0,238.0,Dwyane Wade,4,SCORED
1599,SG,740.0,99.0,Jimmy Butler,4,MISSED
1600,PF,881.0,318.0,Taj Gibson,4,MISSED
1601,SG,740.0,323.0,Jimmy Butler,1,MISSED
1602,PG,895.0,226.0,Rajon Rondo,1,MISSED
1603,C,704.0,297.0,Robin Lopez,1,MISSED
1604,SG,701.0,285.0,Jimmy Butler,1,MISSED
1605,PF,720.0,69.0,Nikola Mirotic,1,MISSED
1606,PF,866.0,305.0,Taj Gibson,1,MISSED
1607,C,882.0,241.0,Robin Lopez,1,SCORED
1608,PF,868.0,313.0,Taj Gibson,1,MISSED
1610,PF,833.0,222.0,Taj Gibson,1,SCORED
1611,PF,873.0,383.0,Nikola Mirotic,1,MISSED
1612,PF,652.0,292.0,Nikola Mirotic,1,MISSED
1613,SG,748.0,254.0,Jimmy Butler,1,SCORED
1615,SG,760.0,102.0,Jimmy Butler,1,MISSED
1617,C,890.0,252.0,Robin Lopez,1,SCORED
1618,C,833.0,244.0,Robin Lopez,1,SCORED
1620,C,886.0,248.0,Robin Lopez,2,SCORED
1622,SG,887.0,241.0,Jimmy Butler,2,SCORED
1625,C,701.0,222.0,Robin Lopez,2,MISSED
1626,C,890.0,266.0,Robin Lopez,2,SCORED
1627,SG,858.0,125.0,Jimmy Butler,2,MISSED
1629,PG,701.0,222.0,Rajon Rondo,2,SCORED
1630,PF,848.0,257.0,Nikola Mirotic,2,MISSED
1631,SG,666.0,338.0,Jimmy Butler,2,MISSED
1632,C,838.0,190.0,Robin Lopez,2,SCORED
1633,SG,853.0,99.0,Jimmy Butler,2,SCORED
1635,PF,889.0,259.0,Taj Gibson,2,SCORED
1636,PF,842.0,252.0,Taj Gibson,2,MISSED
1637,PF,72.0,313.0,Taj Gibson,3,SCORED
1638,SG,264.0,369.0,Jimmy Butler,3,MISSED
1639,PG,285.0,328.0,Rajon Rondo,3,MISSED
1640,PF,62.0,216.0,Taj Gibson,3,SCORED
1641,SG,172.0,182.0,Jimmy Butler,3,MISSED
1642,C,59.0,241.0,Robin Lopez,3,MISSED
1643,C,58.0,249.0,Robin Lopez,3,MISSED
1644,C,229.0,254.0,Robin Lopez,3,SCORED
1645,C,239.0,243.0,Robin Lopez,3,MISSED
1647,SG,62.0,236.0,Jimmy Butler,3,MISSED
1649,SG,53.0,236.0,Jimmy Butler,3,SCORED
1650,SG,72.0,264.0,Jimmy Butler,3,SCORED
1651,SG,216.0,192.0,Jimmy Butler,3,SCORED
1654,SG,50.0,264.0,Jimmy Butler,3,SCORED
1655,SG,92.0,140.0,Jimmy Butler,3,MISSED
1657,PG,195.0,103.0,Rajon Rondo,4,MISSED
1663,PF,50.0,260.0,Taj Gibson,4,SCORED
1665,SG,69.0,18.0,Jimmy Butler,4,MISSED
1666,SG,58.0,228.0,Jimmy Butler,4,SCORED
1672,C,98.0,243.0,Robin Lopez,1,BLOCKED
1673,SG,220.0,172.0,Dwyane Wade,1,SCORED
1674,PF,177.0,246.0,Taj Gibson,1,SCORED
1676,SG,59.0,264.0,Dwyane Wade,1,SCORED
1677,SG,62.0,269.0,Dwyane Wade,1,SCORED
1678,PF,202.0,249.0,Taj Gibson,1,SCORED
1679,SG,62.0,272.0,Jimmy Butler,1,MISSED
1682,SG,58.0,226.0,Dwyane Wade,1,MISSED
1683,SG,249.0,298.0,Jimmy Butler,1,SCORED
1685,SG,52.0,250.0,Jimmy Butler,1,SCORED
1686,PF,40.0,99.0,Taj Gibson,1,SCORED
1687,SG,274.0,140.0,Jimmy Butler,1,SCORED
1690,SG,185.0,310.0,Jimmy Butler,1,MISSED
1691,SG,61.0,249.0,Jimmy Butler,1,MISSED
1692,SG,107.0,239.0,Dwyane Wade,1,SCORED
1693,SG,58.0,221.0,Dwyane Wade,1,SCORED
1695,SG,58.0,414.0,Dwyane Wade,2,BLOCKED
1696,PF,295.0,167.0,Nikola Mirotic,2,SCORED
1697,SG,62.0,221.0,Dwyane Wade,2,SCORED
1698,SG,234.0,369.0,Dwyane Wade,2,MISSED
1700,PF,69.0,388.0,Nikola Mirotic,2,MISSED
1701,PF,74.0,260.0,Nikola Mirotic,2,MISSED
1702,SG,305.0,194.0,Dwyane Wade,2,SCORED
1703,SG,249.0,283.0,Dwyane Wade,2,SCORED
1704,SG,77.0,288.0,Dwyane Wade,2,MISSED
1705,SG,82.0,256.0,Jimmy Butler,2,SCORED
1706,SG,92.0,154.0,Jimmy Butler,2,SCORED
1707,SG,53.0,166.0,Jimmy Butler,2,BLOCKED
1708,PF,116.0,128.0,Taj Gibson,2,MISSED
1711,SG,50.0,74.0,Dwyane Wade,2,SCORED
1714,C,888.0,250.0,Robin Lopez,3,BLOCKED
1715,SG,691.0,408.0,Dwyane Wade,3,MISSED
1716,C,873.0,282.0,Robin Lopez,3,SCORED
1717,SG,873.0,244.0,Jimmy Butler,3,SCORED
1718,PF,817.0,241.0,Taj Gibson,3,SCORED
1719,PF,887.0,240.0,Taj Gibson,3,MISSED
1720,C,873.0,259.0,Robin Lopez,3,SCORED
1721,SG,866.0,212.0,Jimmy Butler,3,SCORED
1722,SG,733.0,192.0,Dwyane Wade,3,MISSED
1724,C,760.0,369.0,Robin Lopez,3,MISSED
1725,SG,878.0,71.0,Dwyane Wade,3,SCORED
1727,PF,894.0,482.0,Nikola Mirotic,3,MISSED
1729,PF,661.0,364.0,Nikola Mirotic,3,SCORED
1730,SG,881.0,261.0,Jimmy Butler,3,MISSED
1731,C,886.0,241.0,Robin Lopez,3,MISSED
1733,SG,873.0,418.0,Dwyane Wade,3,MISSED
1734,SG,774.0,222.0,Dwyane Wade,4,MISSED
1735,SG,789.0,302.0,Dwyane Wade,4,MISSED
1737,PF,640.0,266.0,Nikola Mirotic,4,SCORED
1739,SG,719.0,318.0,Dwyane Wade,4,MISSED
1742,SG,848.0,329.0,Jimmy Butler,4,BLOCKED
1745,SG,838.0,246.0,Dwyane Wade,4,MISSED
1747,SG,783.0,285.0,Dwyane Wade,4,SCORED
1748,SG,691.0,92.0,Jimmy Butler,4,MISSED
1749,PF,694.0,177.0,Nikola Mirotic,4,MISSED
1750,SG,652.0,186.0,Dwyane Wade,4,MISSED
1751,SG,655.0,146.0,Jimmy Butler,4,MISSED
1753,PF,886.0,241.0,Nikola Mirotic,4,SCORED
1754,SG,647.0,127.0,Jimmy Butler,4,SCORED
1755,SG,704.0,426.0,Jimmy Butler,1,MISSED
1756,SG,763.0,288.0,Dwyane Wade,1,MISSED
1757,PF,868.0,275.0,Taj Gibson,1,BLOCKED
1758,PG,873.0,25.0,Rajon Rondo,1,SCORED
1759,SG,882.0,248.0,Dwyane Wade,1,SCORED
1760,PF,881.0,192.0,Taj Gibson,1,SCORED
1761,C,719.0,259.0,Robin Lopez,1,SCORED
1762,SG,794.0,181.0,Jimmy Butler,1,MISSED
1763,PG,887.0,249.0,Rajon Rondo,1,MISSED
1764,PG,858.0,204.0,Rajon Rondo,1,BLOCKED
1765,SG,755.0,313.0,Dwyane Wade,1,SCORED
1766,PF,856.0,287.0,Taj Gibson,1,BLOCKED
1767,SG,886.0,249.0,Jimmy Butler,1,MISSED
1768,SG,814.0,130.0,Dwyane Wade,1,SCORED
1769,PG,882.0,311.0,Rajon Rondo,1,SCORED
1770,PG,890.0,251.0,Rajon Rondo,1,SCORED
1771,PF,647.0,342.0,Nikola Mirotic,1,MISSED
1772,SG,760.0,156.0,Jimmy Butler,1,SCORED
1773,SG,882.0,313.0,Jimmy Butler,1,MISSED
1774,SG,848.0,374.0,Dwyane Wade,2,MISSED
1775,SG,876.0,246.0,Dwyane Wade,2,MISSED
1776,PF,886.0,329.0,Nikola Mirotic,2,SCORED
1778,PF,863.0,408.0,Nikola Mirotic,2,MISSED
1781,SG,750.0,469.0,Jimmy Butler,2,MISSED
1782,SG,699.0,419.0,Dwyane Wade,2,MISSED
1783,SG,740.0,300.0,Jimmy Butler,2,SCORED
1784,SG,838.0,377.0,Dwyane Wade,2,MISSED
1785,C,724.0,279.0,Robin Lopez,2,MISSED
1786,SG,755.0,148.0,Jimmy Butler,2,SCORED
1788,SG,765.0,367.0,Jimmy Butler,2,SCORED
1789,PF,637.0,181.0,Nikola Mirotic,2,MISSED
1790,SG,886.0,252.0,Dwyane Wade,2,MISSED
1791,SG,888.0,250.0,Jimmy Butler,2,SCORED
1792,C,62.0,332.0,Robin Lopez,3,SCORED
1793,PF,92.0,244.0,Taj Gibson,3,SCORED
1794,PF,97.0,187.0,Taj Gibson,3,SCORED
1795,SG,185.0,156.0,Dwyane Wade,3,MISSED
1796,PG,58.0,277.0,Rajon Rondo,3,MISSED
1797,PF,59.0,254.0,Taj Gibson,3,SCORED
1798,PF,58.0,241.0,Taj Gibson,3,SCORED
1799,C,53.0,244.0,Robin Lopez,3,SCORED
1800,PG,67.0,332.0,Rajon Rondo,3,SCORED
1801,SG,62.0,424.0,Jimmy Butler,3,SCORED
1802,PF,161.0,421.0,Nikola Mirotic,3,MISSED
1803,PG,280.0,110.0,Rajon Rondo,3,MISSED
1806,PF,288.0,125.0,Nikola Mirotic,3,MISSED
1807,SG,151.0,416.0,Jimmy Butler,3,SCORED
1808,SG,51.0,251.0,Dwyane Wade,3,SCORED
1810,SG,112.0,246.0,Jimmy Butler,4,MISSED
1811,PF,293.0,125.0,Nikola Mirotic,4,SCORED
1812,SG,269.0,128.0,Dwyane Wade,4,MISSED
1813,PG,58.0,249.0,Rajon Rondo,4,MISSED
1814,PG,54.0,341.0,Rajon Rondo,4,MISSED
1815,SG,152.0,400.0,Jimmy Butler,4,MISSED
1816,SG,67.0,383.0,Jimmy Butler,4,SCORED
1817,SG,67.0,369.0,Jimmy Butler,4,SCORED
1818,SG,58.0,355.0,Jimmy Butler,4,MISSED
1819,SG,50.0,244.0,Jimmy Butler,4,SCORED
1822,PF,59.0,380.0,Taj Gibson,4,MISSED
1823,PF,50.0,244.0,Taj Gibson,4,MISSED
1824,SG,118.0,252.0,Dwyane Wade,4,SCORED
1825,SG,259.0,408.0,Jimmy Butler,4,MISSED
1826,C,50.0,253.0,Robin Lopez,4,MISSED
1827,PF,298.0,151.0,Taj Gibson,4,MISSED
1828,SG,74.0,321.0,Jimmy Butler,4,SCORED
1829,SG,246.0,79.0,Jimmy Butler,4,MISSED
1830,C,77.0,151.0,Robin Lopez,1,SCORED
1831,PF,136.0,295.0,Taj Gibson,1,MISSED
1832,SG,177.0,130.0,Jimmy Butler,1,MISSED
1833,PF,229.0,198.0,Taj Gibson,1,SCORED
1834,C,116.0,241.0,Robin Lopez,1,SCORED
1835,PF,200.0,182.0,Taj Gibson,1,SCORED
1836,PF,197.0,369.0,Taj Gibson,1,MISSED
1837,PG,77.0,221.0,Rajon Rondo,1,BLOCKED
1838,PG,190.0,149.0,Rajon Rondo,1,MISSED
1839,PF,72.0,316.0,Taj Gibson,1,BLOCKED
1840,SG,84.0,372.0,Dwyane Wade,1,MISSED
1841,C,89.0,212.0,Robin Lopez,1,BLOCKED
1842,PF,84.0,140.0,Taj Gibson,1,SCORED
1843,PG,77.0,257.0,Rajon Rondo,1,SCORED
1844,SG,298.0,270.0,Jimmy Butler,1,MISSED
1845,PG,225.0,382.0,Rajon Rondo,1,SCORED
1848,PF,51.0,455.0,Nikola Mirotic,1,SCORED
1849,SG,131.0,419.0,Jimmy Butler,1,MISSED
1850,SG,94.0,332.0,Dwyane Wade,1,MISSED
1853,PF,303.0,264.0,Nikola Mirotic,2,MISSED
1854,PF,67.0,243.0,Nikola Mirotic,2,SCORED
1855,SG,166.0,167.0,Dwyane Wade,2,MISSED
1856,SG,87.0,236.0,Dwyane Wade,2,MISSED
1859,SG,180.0,390.0,Jimmy Butler,2,MISSED
1860,SG,52.0,250.0,Dwyane Wade,2,SCORED
1861,SG,103.0,288.0,Jimmy Butler,2,MISSED
1862,PF,87.0,113.0,Taj Gibson,2,MISSED
1863,PF,180.0,316.0,Taj Gibson,2,MISSED
1864,PG,77.0,236.0,Rajon Rondo,2,SCORED
1865,PF,67.0,246.0,Taj Gibson,2,SCORED
1866,PG,69.0,259.0,Rajon Rondo,2,BLOCKED
1868,C,82.0,300.0,Robin Lopez,2,SCORED
1869,PF,239.0,90.0,Nikola Mirotic,2,MISSED
1870,SG,261.0,118.0,Dwyane Wade,2,SCORED
1871,C,878.0,179.0,Robin Lopez,3,SCORED
1872,SG,868.0,254.0,Dwyane Wade,3,SCORED
1873,PG,882.0,266.0,Rajon Rondo,3,SCORED
1874,SG,886.0,241.0,Jimmy Butler,3,MISSED
1875,PF,797.0,318.0,Taj Gibson,3,MISSED
1876,C,873.0,269.0,Robin Lopez,3,SCORED
1877,C,681.0,205.0,Robin Lopez,3,SCORED
1878,C,724.0,200.0,Robin Lopez,3,MISSED
1879,SG,846.0,195.0,Jimmy Butler,3,SCORED
1881,SG,853.0,480.0,Jimmy Butler,3,SCORED
1882,PG,689.0,415.0,Rajon Rondo,3,MISSED
1883,SG,675.0,120.0,Jimmy Butler,3,MISSED
1884,PF,691.0,415.0,Nikola Mirotic,3,MISSED
1885,PF,657.0,163.0,Nikola Mirotic,3,SCORED
1886,SG,858.0,145.0,Jimmy Butler,3,MISSED
1887,PF,686.0,100.0,Nikola Mirotic,3,MISSED
1888,SG,725.0,423.0,Dwyane Wade,3,MISSED
1889,PF,878.0,244.0,Nikola Mirotic,3,SCORED
1892,SG,635.0,195.0,Dwyane Wade,4,MISSED
1895,SG,882.0,240.0,Dwyane Wade,4,SCORED
1896,PG,748.0,136.0,Rajon Rondo,4,SCORED
1897,SG,832.0,261.0,Dwyane Wade,4,SCORED
1899,PG,691.0,316.0,Rajon Rondo,4,SCORED
1900,SG,887.0,275.0,Jimmy Butler,4,SCORED
1901,PG,885.0,245.0,Rajon Rondo,4,BLOCKED
1902,PG,843.0,220.0,Rajon Rondo,4,MISSED
1903,C,833.0,300.0,Robin Lopez,4,MISSED
1904,PF,888.0,250.0,Taj Gibson,4,SCORED
1905,SG,725.0,166.0,Jimmy Butler,4,SCORED
1906,SG,863.0,143.0,Dwyane Wade,4,MISSED
1907,SG,887.0,261.0,Dwyane Wade,4,BLOCKED
1908,SG,887.0,117.0,Jimmy Butler,4,MISSED
1909,SG,779.0,181.0,Jimmy Butler,4,MISSED
1910,SG,107.0,192.0,Dwyane Wade,1,SCORED
1911,PF,58.0,225.0,Taj Gibson,1,MISSED
1912,C,58.0,260.0,Robin Lopez,1,MISSED
1913,PF,58.0,230.0,Taj Gibson,1,SCORED
1914,PG,229.0,192.0,Rajon Rondo,1,MISSED
1915,PG,53.0,225.0,Rajon Rondo,1,SCORED
1916,SG,82.0,351.0,Jimmy Butler,1,SCORED
1917,SG,59.0,265.0,Dwyane Wade,1,MISSED
1918,PF,53.0,223.0,Taj Gibson,1,SCORED
1919,C,74.0,256.0,Robin Lopez,1,BLOCKED
1920,SG,50.0,387.0,Dwyane Wade,1,SCORED
1921,SG,138.0,411.0,Jimmy Butler,1,SCORED
1922,C,226.0,251.0,Robin Lopez,1,MISSED
1923,SG,161.0,321.0,Jimmy Butler,1,MISSED
1924,SG,64.0,234.0,Jimmy Butler,1,SCORED
1925,PG,51.0,274.0,Rajon Rondo,1,MISSED
1929,SG,97.0,400.0,Jimmy Butler,1,BLOCKED
1930,SG,58.0,318.0,Jimmy Butler,1,SCORED
1932,PF,308.0,259.0,Nikola Mirotic,1,SCORED
1933,SG,280.0,171.0,Dwyane Wade,2,MISSED
1934,SG,58.0,230.0,Dwyane Wade,2,MISSED
1935,SG,58.0,267.0,Dwyane Wade,2,MISSED
1938,SG,62.0,228.0,Dwyane Wade,2,MISSED
1939,SG,67.0,225.0,Dwyane Wade,2,MISSED
1942,PF,62.0,267.0,Taj Gibson,2,MISSED
1944,SG,67.0,260.0,Jimmy Butler,2,MISSED
1945,PF,72.0,236.0,Taj Gibson,2,SCORED
1947,PF,77.0,331.0,Taj Gibson,2,MISSED
1949,PG,67.0,238.0,Rajon Rondo,2,SCORED
1950,SG,69.0,310.0,Jimmy Butler,2,MISSED
1951,PF,62.0,265.0,Taj Gibson,2,SCORED
1952,C,97.0,260.0,Robin Lopez,2,SCORED
1953,SG,72.0,336.0,Jimmy Butler,2,MISSED
1954,C,92.0,278.0,Robin Lopez,2,MISSED
1955,SG,50.0,140.0,Dwyane Wade,2,SCORED
1956,SG,53.0,198.0,Dwyane Wade,2,SCORED
1957,PF,131.0,249.0,Nikola Mirotic,2,SCORED
1958,SG,868.0,369.0,Dwyane Wade,3,SCORED
1959,SG,812.0,295.0,Dwyane Wade,3,MISSED
1960,SG,851.0,138.0,Jimmy Butler,3,SCORED
1961,SG,842.0,213.0,Dwyane Wade,3,SCORED
1962,SG,890.0,401.0,Jimmy Butler,3,SCORED
1963,SG,888.0,250.0,Dwyane Wade,3,SCORED
1964,SG,882.0,264.0,Dwyane Wade,3,SCORED
1965,PF,858.0,295.0,Taj Gibson,3,SCORED
1966,SG,904.0,493.0,Dwyane Wade,3,MISSED
1967,C,694.0,248.0,Robin Lopez,3,MISSED
1968,SG,895.0,245.0,Dwyane Wade,3,SCORED
1969,PF,887.0,298.0,Taj Gibson,3,MISSED
1970,C,878.0,246.0,Robin Lopez,3,SCORED
1971,PF,856.0,298.0,Taj Gibson,3,BLOCKED
1972,PF,895.0,357.0,Taj Gibson,3,SCORED
1973,SG,807.0,379.0,Jimmy Butler,3,MISSED
1974,PF,637.0,252.0,Nikola Mirotic,3,MISSED
1975,SG,783.0,306.0,Dwyane Wade,3,MISSED
1978,SG,876.0,248.0,Dwyane Wade,3,MISSED
1980,PF,824.0,277.0,Nikola Mirotic,4,SCORED
1981,PF,876.0,274.0,Nikola Mirotic,4,SCORED
1983,SG,858.0,334.0,Dwyane Wade,4,SCORED
1984,SG,827.0,153.0,Jimmy Butler,4,MISSED
1985,PF,637.0,248.0,Nikola Mirotic,4,MISSED
1986,SG,833.0,316.0,Dwyane Wade,4,SCORED
1987,SG,814.0,199.0,Dwyane Wade,4,MISSED
1988,SG,711.0,127.0,Dwyane Wade,4,MISSED
1989,SG,886.0,372.0,Jimmy Butler,4,SCORED
1990,SG,868.0,231.0,Jimmy Butler,4,SCORED
1991,PG,684.0,205.0,Rajon Rondo,4,MISSED
1992,PG,886.0,18.0,Rajon Rondo,4,MISSED
1993,SG,711.0,177.0,Dwyane Wade,4,MISSED
1994,PF,53.0,262.0,Taj Gibson,1,SCORED
1995,PF,121.0,278.0,Taj Gibson,1,MISSED
1996,C,53.0,359.0,Robin Lopez,1,SCORED
1997,C,77.0,314.0,Robin Lopez,1,SCORED
1998,PF,148.0,280.0,Taj Gibson,1,MISSED
1999,C,72.0,244.0,Robin Lopez,1,SCORED
2001,C,62.0,324.0,Robin Lopez,1,SCORED
2002,C,52.0,250.0,Robin Lopez,1,SCORED
2003,PF,58.0,259.0,Taj Gibson,1,SCORED
2005,SG,53.0,260.0,Dwyane Wade,1,SCORED
2006,SG,40.0,108.0,Jimmy Butler,1,SCORED
2007,SG,121.0,249.0,Jimmy Butler,1,MISSED
2008,PF,77.0,250.0,Taj Gibson,1,MISSED
2009,SG,200.0,357.0,Jimmy Butler,1,SCORED
2013,SG,50.0,100.0,Dwyane Wade,1,BLOCKED
2014,SG,60.0,228.0,Dwyane Wade,1,SCORED
2018,SG,58.0,228.0,Dwyane Wade,2,MISSED
2021,PF,94.0,272.0,Nikola Mirotic,2,SCORED
2023,SG,74.0,296.0,Dwyane Wade,2,SCORED
2025,PF,295.0,223.0,Nikola Mirotic,2,MISSED
2027,SG,112.0,136.0,Jimmy Butler,2,SCORED
2029,PF,53.0,274.0,Taj Gibson,2,SCORED
2032,SG,207.0,329.0,Jimmy Butler,2,MISSED
2033,PF,46.0,130.0,Taj Gibson,2,MISSED
2034,SG,98.0,357.0,Dwyane Wade,2,MISSED
2035,PF,40.0,10.0,Nikola Mirotic,2,MISSED
2036,SG,577.0,230.0,Dwyane Wade,2,MISSED
2038,PF,730.0,240.0,Taj Gibson,3,MISSED
2039,PF,882.0,274.0,Taj Gibson,3,SCORED
2040,SG,745.0,279.0,Jimmy Butler,3,MISSED
2041,PF,888.0,250.0,Taj Gibson,3,SCORED
2043,SG,881.0,228.0,Jimmy Butler,3,BLOCKED
2045,SG,878.0,236.0,Jimmy Butler,3,BLOCKED
2046,SG,824.0,491.0,Dwyane Wade,3,SCORED
2047,SG,828.0,305.0,Dwyane Wade,3,BLOCKED
2048,C,861.0,184.0,Robin Lopez,3,SCORED
2050,SG,856.0,172.0,Jimmy Butler,3,SCORED
2051,PF,755.0,226.0,Taj Gibson,3,BLOCKED
2052,SG,884.0,242.0,Jimmy Butler,3,MISSED
2053,SG,856.0,244.0,Jimmy Butler,3,BLOCKED
2054,SG,706.0,141.0,Jimmy Butler,3,MISSED
2056,C,882.0,230.0,Robin Lopez,3,SCORED
2057,C,876.0,208.0,Robin Lopez,3,MISSED
2058,SG,421.0,172.0,Jimmy Butler,3,MISSED
2060,SG,878.0,231.0,Dwyane Wade,4,MISSED
2062,SG,878.0,233.0,Jimmy Butler,4,SCORED
2064,PF,593.0,261.0,Nikola Mirotic,4,MISSED
2065,SG,729.0,259.0,Jimmy Butler,4,MISSED
2067,PF,665.0,401.0,Nikola Mirotic,4,MISSED
2068,SG,876.0,238.0,Jimmy Butler,4,SCORED
2069,SG,873.0,186.0,Jimmy Butler,4,MISSED
2071,SG,797.0,288.0,Dwyane Wade,4,MISSED
2073,SG,758.0,123.0,Jimmy Butler,4,MISSED
2074,C,881.0,262.0,Robin Lopez,4,MISSED
2075,SG,888.0,250.0,Jimmy Butler,4,SCORED
2076,SG,740.0,339.0,Jimmy Butler,4,SCORED
2077,SG,701.0,82.0,Dwyane Wade,4,MISSED
2078,SG,701.0,222.0,Jimmy Butler,4,MISSED
2079,SG,890.0,244.0,Dwyane Wade,4,BLOCKED
2080,SG,743.0,35.0,Jimmy Butler,4,SCORED
2081,PF,887.0,235.0,Taj Gibson,1,SCORED
2082,PF,848.0,233.0,Taj Gibson,1,MISSED
2083,SG,889.0,97.0,Jimmy Butler,1,SCORED
2084,C,863.0,251.0,Robin Lopez,1,SCORED
2085,SG,890.0,100.0,Jimmy Butler,1,SCORED
2086,PF,899.0,143.0,Taj Gibson,1,MISSED
2087,C,833.0,252.0,Robin Lopez,1,MISSED
2088,SG,890.0,254.0,Jimmy Butler,1,SCORED
2089,SG,873.0,217.0,Jimmy Butler,1,MISSED
2090,PG,720.0,455.0,Rajon Rondo,1,MISSED
2091,SG,858.0,251.0,Dwyane Wade,1,SCORED
2092,C,711.0,270.0,Robin Lopez,1,MISSED
2093,PF,887.0,252.0,Taj Gibson,1,SCORED
2094,PF,886.0,257.0,Taj Gibson,1,SCORED
2095,PG,887.0,164.0,Rajon Rondo,1,MISSED
2098,C,887.0,250.0,Robin Lopez,1,MISSED
2105,SG,876.0,359.0,Dwyane Wade,2,SCORED
2107,SG,681.0,71.0,Jimmy Butler,2,MISSED
2108,PG,866.0,207.0,Rajon Rondo,2,SCORED
2109,PG,905.0,12.0,Rajon Rondo,2,MISSED
2110,SG,730.0,51.0,Jimmy Butler,2,MISSED
2112,SG,878.0,240.0,Jimmy Butler,2,MISSED
2113,PF,882.0,251.0,Taj Gibson,2,SCORED
2114,PF,878.0,238.0,Taj Gibson,2,MISSED
2115,PF,882.0,250.0,Taj Gibson,2,SCORED
2116,PF,904.0,364.0,Taj Gibson,2,SCORED
2117,SG,873.0,262.0,Jimmy Butler,2,SCORED
2118,PF,895.0,256.0,Taj Gibson,2,SCORED
2119,PF,131.0,416.0,Taj Gibson,3,MISSED
2120,PG,30.0,9.0,Rajon Rondo,3,SCORED
2121,C,82.0,254.0,Robin Lopez,3,SCORED
2122,SG,151.0,357.0,Jimmy Butler,3,MISSED
2123,PG,51.0,498.0,Rajon Rondo,3,MISSED
2124,SG,239.0,41.0,Dwyane Wade,3,MISSED
2125,C,51.0,262.0,Robin Lopez,3,SCORED
2126,SG,274.0,54.0,Dwyane Wade,3,MISSED
