,POSITION,LOC_X,LOC_Y,PLAYER_NAME,QUARTER,EVENT_TYPE
0,SG,239.0,169.0,Dwyane Wade,1,SCORED
1,PF,64.0,215.0,Taj Gibson,1,MISSED
2,PG,67.0,259.0,Rajon Rondo,1,MISSED
3,C,102.0,243.0,Robin Lopez,1,MISSED
4,SG,241.0,210.0,Dwyane Wade,1,MISSED
5,SG,239.0,351.0,Jimmy Butler,1,MISSED
6,PF,215.0,172.0,Taj Gibson,1,SCORED
7,PF,77.0,282.0,Taj Gibson,1,SCORED
8,SG,36.0,23.0,Jimmy Butler,1,SCORED
9,PF,177.0,260.0,Taj Gibson,1,SCORED
10,SG,128.0,369.0,Jimmy Butler,1,MISSED
11,C,67.0,246.0,Robin Lopez,1,SCORED
12,SG,254.0,112.0,Dwyane Wade,1,SCORED
13,C,52.0,250.0,Robin Lopez,1,SCORED
14,SG,62.0,225.0,Jimmy Butler,1,BLOCKED
15,C,146.0,401.0,Robin Lopez,1,MISSED
16,PG,293.0,332.0,Rajon Rondo,1,SCORED
17,C,72.0,174.0,Robin Lopez,1,MISSED
20,SG,166.0,103.0,Dwyane Wade,1,MISSED
21,PF,72.0,264.0,Nikola Mirotic,1,SCORED
22,SG,52.0,250.0,Dwyane Wade,1,MISSED
25,SG,298.0,316.0,Dwyane Wade,2,SCORED
27,PF,58.0,225.0,Nikola Mirotic,2,SCORED
29,PF,229.0,72.0,Nikola Mirotic,2,MISSED
30,PF,58.0,15.0,Nikola Mirotic,2,MISSED
32,PF,72.0,251.0,Nikola Mirotic,2,SCORED
33,SG,107.0,241.0,Jimmy Butler,2,BLOCKED
34,PF,304.0,245.0,Nikola Mirotic,2,MISSED
35,PF,62.0,233.0,Taj Gibson,2,BLOCKED
36,PF,58.0,228.0,Taj Gibson,2,MISSED
37,SG,293.0,295.0,Jimmy Butler,2,SCORED
38,SG,55.0,263.0,Jimmy Butler,2,MISSED
39,PF,229.0,194.0,Taj Gibson,2,MISSED
40,PG,215.0,143.0,Rajon Rondo,2,MISSED
41,PG,62.0,270.0,Rajon Rondo,2,MISSED
42,SG,300.0,243.0,Dwyane Wade,2,SCORED
43,SG,279.0,323.0,Dwyane Wade,2,MISSED
44,SG,58.0,225.0,Dwyane Wade,2,SCORED
45,PF,53.0,262.0,Taj Gibson,2,SCORED
46,SG,246.0,403.0,Jimmy Butler,2,SCORED
47,PF,863.0,251.0,Taj Gibson,3,MISSED
48,C,887.0,241.0,Robin Lopez,3,SCORED
49,PG,886.0,413.0,Rajon Rondo,3,MISSED
50,PF,706.0,174.0,Taj Gibson,3,SCORED
51,SG,890.0,433.0,Dwyane Wade,3,MISSED
52,SG,760.0,107.0,Jimmy Butler,3,MISSED
53,SG,890.0,89.0,Jimmy Butler,3,SCORED
54,PG,915.0,23.0,Rajon Rondo,3,MISSED
55,PG,868.0,261.0,Rajon Rondo,3,BLOCKED
56,C,760.0,324.0,Robin Lopez,3,MISSED
57,SG,817.0,410.0,Jimmy Butler,3,MISSED
58,PF,833.0,250.0,Taj Gibson,3,SCORED
59,SG,684.0,109.0,Jimmy Butler,3,SCORED
60,PF,895.0,433.0,Nikola Mirotic,3,SCORED
61,SG,788.0,143.0,Jimmy Butler,3,MISSED
62,PG,878.0,240.0,Rajon Rondo,3,BLOCKED
63,SG,758.0,38.0,Jimmy Butler,3,MISSED
64,PF,652.0,166.0,Nikola Mirotic,3,MISSED
66,SG,873.0,252.0,Dwyane Wade,3,MISSED
67,PF,637.0,238.0,Nikola Mirotic,3,SCORED
70,C,878.0,249.0,Robin Lopez,4,MISSED
71,SG,876.0,270.0,Dwyane Wade,4,SCORED
72,SG,853.0,383.0,Dwyane Wade,4,MISSED
73,SG,878.0,267.0,Dwyane Wade,4,MISSED
75,SG,730.0,446.0,Dwyane Wade,4,MISSED
77,PF,878.0,244.0,Nikola Mirotic,4,SCORED
81,SG,846.0,213.0,Jimmy Butler,4,SCORED
83,PG,881.0,452.0,Rajon Rondo,4,MISSED
84,PF,689.0,393.0,Nikola Mirotic,4,MISSED
85,SG,773.0,197.0,Dwyane Wade,4,MISSED
86,PF,873.0,261.0,Taj Gibson,4,SCORED
87,PF,863.0,252.0,Taj Gibson,4,SCORED
88,SG,694.0,250.0,Jimmy Butler,4,MISSED
89,SG,686.0,117.0,Jimmy Butler,4,MISSED
90,SG,738.0,323.0,Dwyane Wade,4,MISSED
91,SG,743.0,41.0,Dwyane Wade,4,SCORED
92,SG,270.0,372.0,Jimmy Butler,1,MISSED
93,SG,52.0,250.0,Dwyane Wade,1,MISSED
94,PF,166.0,298.0,Taj Gibson,1,MISSED
95,C,52.0,250.0,Robin Lopez,1,BLOCKED
96,PG,51.0,278.0,Rajon Rondo,1,MISSED
97,SG,72.0,264.0,Jimmy Butler,1,SCORED
98,PG,197.0,447.0,Rajon Rondo,1,MISSED
99,C,52.0,250.0,Robin Lopez,1,SCORED
100,PG,251.0,118.0,Rajon Rondo,1,MISSED
101,C,53.0,223.0,Robin Lopez,1,BLOCKED
102,SG,215.0,234.0,Dwyane Wade,1,SCORED
103,C,58.0,321.0,Robin Lopez,1,SCORED
104,C,62.0,414.0,Robin Lopez,1,SCORED
105,PF,220.0,300.0,Taj Gibson,1,MISSED
106,SG,46.0,401.0,Dwyane Wade,1,SCORED
107,PF,113.0,256.0,Taj Gibson,1,SCORED
108,PF,171.0,283.0,Taj Gibson,1,SCORED
109,SG,62.0,254.0,Dwyane Wade,1,BLOCKED
110,SG,45.0,85.0,Jimmy Butler,1,MISSED
111,PF,46.0,151.0,Taj Gibson,1,MISSED
114,SG,79.0,278.0,Jimmy Butler,1,SCORED
115,PF,175.0,87.0,Nikola Mirotic,1,MISSED
116,PF,52.0,250.0,Taj Gibson,1,SCORED
118,SG,52.0,250.0,Jimmy Butler,1,SCORED
120,PF,259.0,118.0,Nikola Mirotic,2,SCORED
122,SG,67.0,285.0,Dwyane Wade,2,SCORED
125,PF,59.0,264.0,Nikola Mirotic,2,SCORED
129,PF,77.0,301.0,Taj Gibson,2,SCORED
130,PF,298.0,260.0,Nikola Mirotic,2,MISSED
131,PF,52.0,250.0,Taj Gibson,2,SCORED
133,SG,50.0,319.0,Jimmy Butler,2,SCORED
136,SG,52.0,250.0,Jimmy Butler,2,SCORED
137,PG,92.0,306.0,Rajon Rondo,2,SCORED
138,SG,684.0,250.0,Dwyane Wade,3,SCORED
139,PF,881.0,225.0,Taj Gibson,3,MISSED
140,SG,881.0,382.0,Jimmy Butler,3,SCORED
141,SG,881.0,145.0,Dwyane Wade,3,MISSED
142,PG,681.0,228.0,Rajon Rondo,3,SCORED
143,SG,895.0,12.0,Jimmy Butler,3,MISSED
144,PF,750.0,115.0,Taj Gibson,3,SCORED
145,PF,879.0,265.0,Taj Gibson,3,BLOCKED
146,C,888.0,250.0,Robin Lopez,3,SCORED
148,C,888.0,250.0,Robin Lopez,3,SCORED
153,PF,642.0,297.0,Nikola Mirotic,4,MISSED
156,PF,888.0,250.0,Nikola Mirotic,4,SCORED
158,PF,885.0,260.0,Nikola Mirotic,4,BLOCKED
159,PF,863.0,256.0,Nikola Mirotic,4,MISSED
165,PF,905.0,475.0,Nikola Mirotic,4,MISSED
178,C,882.0,236.0,Robin Lopez,1,BLOCKED
179,SG,725.0,428.0,Jimmy Butler,1,SCORED
180,SG,882.0,215.0,Jimmy Butler,1,SCORED
181,SG,750.0,169.0,Dwyane Wade,1,MISSED
182,C,905.0,64.0,Robin Lopez,1,MISSED
183,PF,889.0,257.0,Taj Gibson,1,SCORED
184,PG,711.0,280.0,Rajon Rondo,1,SCORED
185,PF,890.0,223.0,Taj Gibson,1,SCORED
186,PF,887.0,89.0,Taj Gibson,1,SCORED
187,SG,773.0,465.0,Jimmy Butler,1,SCORED
188,PG,900.0,5.0,Rajon Rondo,1,MISSED
189,SG,873.0,293.0,Dwyane Wade,1,SCORED
190,SG,890.0,230.0,Jimmy Butler,1,SCORED
191,PG,895.0,35.0,Rajon Rondo,1,SCORED
192,C,729.0,179.0,Robin Lopez,1,MISSED
193,PF,888.0,250.0,Taj Gibson,1,SCORED
194,PF,900.0,213.0,Nikola Mirotic,1,MISSED
201,SG,838.0,169.0,Jimmy Butler,1,SCORED
202,SG,645.0,204.0,Dwyane Wade,1,SCORED
203,SG,642.0,250.0,Dwyane Wade,1,MISSED
205,PF,661.0,339.0,Nikola Mirotic,2,MISSED
209,PF,642.0,241.0,Nikola Mirotic,2,SCORED
210,PF,632.0,251.0,Nikola Mirotic,2,SCORED
211,PF,887.0,380.0,Nikola Mirotic,2,MISSED
214,PG,873.0,284.0,Rajon Rondo,2,SCORED
216,PG,704.0,357.0,Rajon Rondo,2,MISSED
218,SG,750.0,323.0,Jimmy Butler,2,MISSED
220,C,863.0,279.0,Robin Lopez,2,MISSED
221,PF,899.0,48.0,Taj Gibson,2,SCORED
222,SG,876.0,329.0,Jimmy Butler,2,MISSED
223,SG,858.0,318.0,Jimmy Butler,2,MISSED
224,PG,74.0,228.0,Rajon Rondo,3,MISSED
225,SG,54.0,270.0,Dwyane Wade,3,SCORED
226,PG,45.0,272.0,Rajon Rondo,3,SCORED
227,SG,51.0,282.0,Dwyane Wade,3,BLOCKED
228,SG,175.0,40.0,Jimmy Butler,3,MISSED
229,PF,77.0,408.0,Taj Gibson,3,MISSED
230,PF,118.0,246.0,Taj Gibson,3,MISSED
231,C,53.0,256.0,Robin Lopez,3,SCORED
232,SG,303.0,241.0,Dwyane Wade,3,MISSED
233,SG,84.0,328.0,Jimmy Butler,3,SCORED
234,SG,107.0,419.0,Dwyane Wade,3,MISSED
235,PF,69.0,400.0,Nikola Mirotic,3,SCORED
236,PF,305.0,256.0,Nikola Mirotic,3,MISSED
237,PG,59.0,275.0,Rajon Rondo,3,SCORED
238,PF,92.0,486.0,Nikola Mirotic,3,BLOCKED
239,PF,50.0,243.0,Taj Gibson,3,SCORED
240,PF,36.0,239.0,Taj Gibson,3,SCORED
241,PF,288.0,311.0,Nikola Mirotic,3,MISSED
242,PF,298.0,172.0,Nikola Mirotic,3,SCORED
243,SG,62.0,400.0,Dwyane Wade,3,MISSED
244,PF,162.0,25.0,Nikola Mirotic,4,MISSED
246,SG,113.0,323.0,Dwyane Wade,4,SCORED
247,SG,51.0,275.0,Dwyane Wade,4,SCORED
248,SG,205.0,328.0,Dwyane Wade,4,MISSED
250,SG,197.0,225.0,Dwyane Wade,4,MISSED
251,PF,82.0,131.0,Nikola Mirotic,4,SCORED
252,PF,279.0,140.0,Nikola Mirotic,4,MISSED
258,PF,303.0,234.0,Nikola Mirotic,4,SCORED
267,PF,838.0,194.0,Taj Gibson,1,SCORED
268,PG,887.0,266.0,Rajon Rondo,1,MISSED
269,C,888.0,250.0,Robin Lopez,1,SCORED
270,PG,886.0,241.0,Rajon Rondo,1,SCORED
271,C,843.0,225.0,Robin Lopez,1,SCORED
272,SG,765.0,35.0,Jimmy Butler,1,MISSED
273,SG,886.0,241.0,Jimmy Butler,1,MISSED
274,PF,886.0,252.0,Taj Gibson,1,MISSED
275,SG,886.0,249.0,Jimmy Butler,1,SCORED
276,SG,719.0,367.0,Jimmy Butler,1,MISSED
277,PF,769.0,138.0,Taj Gibson,1,MISSED
278,PF,878.0,244.0,Taj Gibson,1,MISSED
279,PF,889.0,251.0,Taj Gibson,1,MISSED
280,SG,882.0,426.0,Dwyane Wade,1,SCORED
281,SG,895.0,259.0,Jimmy Butler,1,MISSED
282,SG,814.0,104.0,Dwyane Wade,1,MISSED
283,C,858.0,172.0,Robin Lopez,1,MISSED
284,SG,768.0,360.0,Jimmy Butler,1,MISSED
285,PF,627.0,320.0,Nikola Mirotic,1,SCORED
288,SG,873.0,352.0,Dwyane Wade,1,SCORED
289,PF,388.0,256.0,Nikola Mirotic,1,MISSED
290,SG,882.0,244.0,Dwyane Wade,2,MISSED
291,SG,887.0,113.0,Dwyane Wade,2,SCORED
293,SG,647.0,187.0,Dwyane Wade,2,MISSED
295,SG,875.0,247.0,Dwyane Wade,2,BLOCKED
297,SG,890.0,262.0,Jimmy Butler,2,SCORED
298,SG,882.0,248.0,Jimmy Butler,2,SCORED
299,SG,822.0,110.0,Jimmy Butler,2,MISSED
300,PF,878.0,256.0,Taj Gibson,2,SCORED
301,PF,637.0,169.0,Nikola Mirotic,2,SCORED
302,SG,878.0,249.0,Jimmy Butler,2,SCORED
303,PG,887.0,235.0,Rajon Rondo,2,SCORED
305,PF,824.0,189.0,Taj Gibson,2,SCORED
306,SG,887.0,254.0,Jimmy Butler,2,MISSED
307,SG,848.0,143.0,Jimmy Butler,2,MISSED
308,SG,880.0,258.0,Jimmy Butler,2,BLOCKED
309,SG,295.0,318.0,Dwyane Wade,3,MISSED
310,C,53.0,244.0,Robin Lopez,3,MISSED
311,C,51.0,243.0,Robin Lopez,3,MISSED
312,PF,171.0,385.0,Taj Gibson,3,MISSED
313,C,97.0,221.0,Robin Lopez,3,SCORED
314,SG,62.0,267.0,Dwyane Wade,3,SCORED
315,PF,131.0,105.0,Taj Gibson,3,MISSED
316,PG,54.0,244.0,Rajon Rondo,3,SCORED
317,PG,27.0,82.0,Rajon Rondo,3,SCORED
318,SG,58.0,226.0,Jimmy Butler,3,BLOCKED
319,PG,53.0,274.0,Rajon Rondo,3,SCORED
321,PF,102.0,244.0,Taj Gibson,3,MISSED
322,PF,51.0,259.0,Taj Gibson,3,MISSED
323,PF,50.0,262.0,Taj Gibson,3,MISSED
324,PG,151.0,102.0,Rajon Rondo,3,SCORED
325,PG,210.0,51.0,Rajon Rondo,3,MISSED
327,SG,207.0,372.0,Dwyane Wade,4,MISSED
328,SG,59.0,267.0,Dwyane Wade,4,MISSED
329,SG,58.0,265.0,Dwyane Wade,4,SCORED
332,PF,275.0,365.0,Nikola Mirotic,4,SCORED
333,SG,202.0,445.0,Jimmy Butler,4,SCORED
334,SG,58.0,267.0,Jimmy Butler,4,SCORED
335,SG,102.0,483.0,Jimmy Butler,4,SCORED
336,SG,225.0,40.0,Jimmy Butler,4,MISSED
338,SG,52.0,250.0,Jimmy Butler,4,SCORED
339,PF,274.0,373.0,Nikola Mirotic,4,MISSED
340,PG,58.0,254.0,Rajon Rondo,4,MISSED
341,SG,53.0,251.0,Jimmy Butler,4,MISSED
342,PF,220.0,54.0,Nikola Mirotic,4,MISSED
344,PG,187.0,87.0,Rajon Rondo,4,MISSED
345,SG,234.0,424.0,Jimmy Butler,4,MISSED
346,SG,195.0,36.0,Dwyane Wade,4,MISSED
347,PG,280.0,357.0,Rajon Rondo,4,MISSED
348,SG,36.0,427.0,Jimmy Butler,1,MISSED
349,PF,102.0,192.0,Taj Gibson,1,MISSED
350,SG,234.0,337.0,Dwyane Wade,1,SCORED
351,SG,62.0,272.0,Dwyane Wade,1,BLOCKED
352,C,116.0,290.0,Robin Lopez,1,MISSED
353,PF,211.0,365.0,Taj Gibson,1,MISSED
354,SG,205.0,46.0,Jimmy Butler,1,MISSED
355,PG,51.0,228.0,Rajon Rondo,1,MISSED
356,PG,202.0,318.0,Rajon Rondo,1,MISSED
357,SG,72.0,323.0,Dwyane Wade,1,SCORED
358,SG,280.0,243.0,Dwyane Wade,1,MISSED
359,SG,279.0,355.0,Jimmy Butler,1,MISSED
360,PF,62.0,283.0,Taj Gibson,1,MISSED
361,C,58.0,228.0,Robin Lopez,1,MISSED
362,SG,72.0,256.0,Dwyane Wade,1,SCORED
363,SG,62.0,262.0,Jimmy Butler,1,SCORED
364,PG,265.0,210.0,Rajon Rondo,1,MISSED
365,PF,64.0,248.0,Taj Gibson,1,SCORED
366,SG,77.0,287.0,Jimmy Butler,1,SCORED
368,PG,200.0,169.0,Rajon Rondo,1,MISSED
369,PG,62.0,257.0,Rajon Rondo,1,SCORED
371,SG,249.0,197.0,Dwyane Wade,1,SCORED
372,SG,50.0,10.0,Dwyane Wade,2,SCORED
373,PF,112.0,249.0,Nikola Mirotic,2,MISSED
374,SG,298.0,195.0,Dwyane Wade,2,SCORED
376,SG,182.0,46.0,Dwyane Wade,2,SCORED
380,SG,148.0,259.0,Jimmy Butler,2,SCORED
382,PF,270.0,133.0,Nikola Mirotic,2,SCORED
384,PF,102.0,274.0,Nikola Mirotic,2,SCORED
385,PF,254.0,396.0,Nikola Mirotic,2,MISSED
386,PF,82.0,22.0,Nikola Mirotic,2,SCORED
387,SG,304.0,245.0,Dwyane Wade,2,MISSED
388,PF,283.0,357.0,Nikola Mirotic,2,MISSED
389,PG,27.0,480.0,Rajon Rondo,2,BLOCKED
390,PG,202.0,64.0,Rajon Rondo,2,MISSED
391,SG,740.0,379.0,Jimmy Butler,3,MISSED
392,PF,878.0,279.0,Taj Gibson,3,SCORED
393,SG,819.0,390.0,Dwyane Wade,3,MISSED
394,C,833.0,259.0,Robin Lopez,3,MISSED
395,PF,878.0,235.0,Taj Gibson,3,SCORED
396,SG,769.0,266.0,Dwyane Wade,3,MISSED
397,C,873.0,240.0,Robin Lopez,3,MISSED
398,PG,699.0,215.0,Rajon Rondo,3,MISSED
399,SG,750.0,465.0,Jimmy Butler,3,SCORED
400,SG,873.0,266.0,Jimmy Butler,3,MISSED
401,PF,888.0,250.0,Taj Gibson,3,SCORED
402,C,873.0,259.0,Robin Lopez,3,SCORED
403,PG,899.0,79.0,Rajon Rondo,3,MISSED
406,SG,880.0,244.0,Jimmy Butler,3,SCORED
407,SG,799.0,128.0,Jimmy Butler,3,MISSED
410,SG,765.0,107.0,Dwyane Wade,3,SCORED
411,SG,647.0,192.0,Dwyane Wade,3,SCORED
414,SG,735.0,400.0,Dwyane Wade,4,MISSED
415,PF,630.0,302.0,Nikola Mirotic,4,MISSED
416,PF,882.0,274.0,Nikola Mirotic,4,SCORED
417,PF,878.0,249.0,Nikola Mirotic,4,MISSED
418,SG,843.0,250.0,Jimmy Butler,4,SCORED
419,SG,778.0,287.0,Dwyane Wade,4,SCORED
420,SG,694.0,104.0,Jimmy Butler,4,MISSED
421,SG,725.0,172.0,Jimmy Butler,4,MISSED
423,PG,856.0,181.0,Rajon Rondo,4,SCORED
424,C,765.0,298.0,Robin Lopez,4,SCORED
425,SG,719.0,418.0,Dwyane Wade,4,SCORED
426,SG,843.0,217.0,Dwyane Wade,4,MISSED
427,SG,882.0,277.0,Dwyane Wade,4,SCORED
428,SG,882.0,241.0,Jimmy Butler,4,SCORED
429,PF,691.0,388.0,Nikola Mirotic,4,MISSED
430,SG,686.0,379.0,Dwyane Wade,4,MISSED
432,PG,894.0,241.0,Rajon Rondo,1,MISSED
433,C,887.0,250.0,Robin Lopez,1,SCORED
434,SG,784.0,434.0,Jimmy Butler,1,MISSED
435,C,871.0,288.0,Robin Lopez,1,BLOCKED
436,SG,890.0,270.0,Jimmy Butler,1,MISSED
437,PF,878.0,250.0,Taj Gibson,1,SCORED
438,PG,745.0,385.0,Rajon Rondo,1,MISSED
439,PF,886.0,223.0,Taj Gibson,1,BLOCKED
440,C,714.0,259.0,Robin Lopez,1,SCORED
441,PF,842.0,442.0,Taj Gibson,1,MISSED
442,PF,848.0,177.0,Taj Gibson,1,MISSED
443,C,873.0,259.0,Robin Lopez,1,MISSED
444,PF,846.0,365.0,Taj Gibson,1,SCORED
445,SG,647.0,225.0,Jimmy Butler,1,SCORED
446,PF,868.0,256.0,Nikola Mirotic,1,BLOCKED
447,SG,760.0,138.0,Jimmy Butler,1,SCORED
448,SG,876.0,266.0,Dwyane Wade,1,MISSED
450,SG,684.0,313.0,Dwyane Wade,1,MISSED
451,SG,824.0,66.0,Dwyane Wade,1,MISSED
452,SG,769.0,192.0,Dwyane Wade,2,BLOCKED
454,SG,853.0,249.0,Dwyane Wade,2,MISSED
456,SG,642.0,236.0,Dwyane Wade,2,MISSED
457,SG,853.0,87.0,Jimmy Butler,2,SCORED
458,C,890.0,279.0,Robin Lopez,2,SCORED
460,PF,881.0,419.0,Taj Gibson,2,SCORED
461,PG,773.0,261.0,Rajon Rondo,2,SCORED
466,PF,890.0,236.0,Taj Gibson,2,SCORED
467,PF,819.0,20.0,Nikola Mirotic,2,MISSED
468,PF,886.0,20.0,Nikola Mirotic,2,MISSED
469,SG,123.0,81.0,Dwyane Wade,3,MISSED
470,PG,58.0,212.0,Rajon Rondo,3,MISSED
471,C,51.0,270.0,Robin Lopez,3,SCORED
472,PG,298.0,246.0,Rajon Rondo,3,MISSED
473,PG,72.0,252.0,Rajon Rondo,3,BLOCKED
474,SG,275.0,115.0,Dwyane Wade,3,MISSED
475,SG,58.0,244.0,Jimmy Butler,3,SCORED
476,SG,131.0,251.0,Jimmy Butler,3,SCORED
477,SG,180.0,372.0,Dwyane Wade,3,SCORED
478,PF,215.0,324.0,Taj Gibson,3,MISSED
479,PG,59.0,233.0,Rajon Rondo,3,SCORED
480,PG,53.0,234.0,Rajon Rondo,3,BLOCKED
481,PG,74.0,53.0,Rajon Rondo,3,MISSED
482,PG,126.0,290.0,Rajon Rondo,3,SCORED
483,PG,77.0,480.0,Rajon Rondo,3,SCORED
484,C,53.0,339.0,Robin Lopez,3,SCORED
486,C,239.0,244.0,Robin Lopez,3,SCORED
487,PF,264.0,400.0,Nikola Mirotic,3,MISSED
488,PF,,,Nikola Mirotic,4,MISSED
491,PF,62.0,265.0,Nikola Mirotic,4,BLOCKED
511,C,102.0,300.0,Robin Lopez,1,SCORED
512,PF,69.0,174.0,Taj Gibson,1,MISSED
513,C,45.0,378.0,Robin Lopez,1,SCORED
514,PG,40.0,117.0,Rajon Rondo,1,MISSED
515,PF,58.0,230.0,Taj Gibson,1,SCORED
516,PG,53.0,264.0,Rajon Rondo,1,SCORED
517,SG,59.0,225.0,Dwyane Wade,1,SCORED
518,C,50.0,355.0,Robin Lopez,1,SCORED
519,PF,175.0,275.0,Taj Gibson,1,BLOCKED
520,PG,67.0,231.0,Rajon Rondo,1,BLOCKED
521,PF,131.0,203.0,Taj Gibson,1,SCORED
523,SG,40.0,136.0,Jimmy Butler,1,SCORED
524,SG,249.0,411.0,Jimmy Butler,1,MISSED
527,SG,72.0,305.0,Jimmy Butler,1,SCORED
528,PF,269.0,398.0,Nikola Mirotic,1,MISSED
529,SG,70.0,245.0,Jimmy Butler,1,BLOCKED
530,SG,40.0,85.0,Dwyane Wade,1,MISSED
531,SG,64.0,241.0,Dwyane Wade,1,SCORED
532,SG,82.0,38.0,Dwyane Wade,1,SCORED
533,PF,261.0,107.0,Nikola Mirotic,1,SCORED
534,PG,151.0,230.0,Rajon Rondo,2,MISSED
535,SG,264.0,300.0,Dwyane Wade,2,SCORED
537,SG,74.0,246.0,Dwyane Wade,2,SCORED
541,PF,264.0,377.0,Nikola Mirotic,2,MISSED
544,PF,239.0,89.0,Nikola Mirotic,2,MISSED
545,SG,98.0,296.0,Jimmy Butler,2,SCORED
546,PG,244.0,221.0,Rajon Rondo,2,MISSED
547,PF,97.0,249.0,Taj Gibson,2,SCORED
548,PF,97.0,94.0,Taj Gibson,2,SCORED
549,PF,54.0,225.0,Taj Gibson,2,SCORED
550,SG,59.0,228.0,Dwyane Wade,2,MISSED
551,SG,51.0,270.0,Dwyane Wade,2,SCORED
552,SG,279.0,154.0,Dwyane Wade,2,MISSED
553,SG,239.0,190.0,Jimmy Butler,2,BLOCKED
554,SG,205.0,388.0,Jimmy Butler,2,MISSED
555,C,824.0,259.0,Robin Lopez,3,MISSED
556,PF,910.0,415.0,Taj Gibson,3,SCORED
557,C,876.0,241.0,Robin Lopez,3,MISSED
558,SG,882.0,272.0,Jimmy Butler,3,SCORED
559,PG,876.0,210.0,Rajon Rondo,3,SCORED
560,SG,856.0,100.0,Dwyane Wade,3,MISSED
561,PF,873.0,261.0,Taj Gibson,3,MISSED
562,PF,882.0,266.0,Taj Gibson,3,MISSED
563,C,876.0,231.0,Robin Lopez,3,MISSED
564,PF,876.0,270.0,Taj Gibson,3,SCORED
565,PG,890.0,282.0,Rajon Rondo,3,SCORED
566,PF,715.0,269.0,Taj Gibson,3,MISSED
567,C,878.0,233.0,Robin Lopez,3,SCORED
568,SG,882.0,261.0,Jimmy Butler,3,MISSED
570,SG,889.0,241.0,Jimmy Butler,3,MISSED
573,SG,878.0,233.0,Jimmy Butler,3,SCORED
575,PF,878.0,274.0,Nikola Mirotic,3,MISSED
576,PF,890.0,264.0,Taj Gibson,3,MISSED
577,PF,706.0,434.0,Nikola Mirotic,3,MISSED
578,SG,880.0,240.0,Jimmy Butler,3,BLOCKED
579,SG,910.0,23.0,Jimmy Butler,3,MISSED
580,SG,773.0,208.0,Dwyane Wade,4,SCORED
581,PF,882.0,249.0,Nikola Mirotic,4,BLOCKED
582,PF,858.0,174.0,Nikola Mirotic,4,SCORED
584,SG,701.0,408.0,Dwyane Wade,4,MISSED
587,PF,650.0,186.0,Nikola Mirotic,4,MISSED
600,SG,660.0,159.0,Jimmy Butler,1,SCORED
601,PF,804.0,217.0,Taj Gibson,1,MISSED
602,PG,794.0,411.0,Rajon Rondo,1,MISSED
603,SG,691.0,102.0,Jimmy Butler,1,SCORED
604,PG,689.0,392.0,Rajon Rondo,1,MISSED
605,C,848.0,220.0,Robin Lopez,1,SCORED
606,SG,750.0,452.0,Dwyane Wade,1,SCORED
607,SG,842.0,436.0,Jimmy Butler,1,MISSED
608,SG,832.0,69.0,Dwyane Wade,1,SCORED
609,PF,833.0,293.0,Taj Gibson,1,SCORED
610,PF,896.0,253.0,Taj Gibson,1,SCORED
611,SG,637.0,262.0,Jimmy Butler,1,MISSED
613,PF,838.0,415.0,Taj Gibson,1,MISSED
614,PF,868.0,7.0,Nikola Mirotic,1,MISSED
615,SG,809.0,419.0,Jimmy Butler,1,SCORED
616,SG,843.0,252.0,Jimmy Butler,1,SCORED
618,SG,637.0,215.0,Dwyane Wade,1,SCORED
621,SG,889.0,236.0,Dwyane Wade,2,SCORED
622,PF,679.0,380.0,Nikola Mirotic,2,MISSED
623,SG,863.0,249.0,Dwyane Wade,2,SCORED
624,SG,887.0,244.0,Dwyane Wade,2,SCORED
625,SG,784.0,411.0,Dwyane Wade,2,SCORED
626,SG,858.0,151.0,Jimmy Butler,2,SCORED
627,PG,873.0,15.0,Rajon Rondo,2,SCORED
628,PF,740.0,342.0,Taj Gibson,2,MISSED
629,SG,735.0,151.0,Jimmy Butler,2,SCORED
630,PG,889.0,230.0,Rajon Rondo,2,SCORED
631,PG,853.0,451.0,Rajon Rondo,2,MISSED
632,PF,843.0,236.0,Taj Gibson,2,BLOCKED
633,SG,882.0,246.0,Jimmy Butler,2,BLOCKED
634,SG,881.0,477.0,Jimmy Butler,2,SCORED
635,PF,887.0,250.0,Taj Gibson,2,MISSED
636,C,846.0,308.0,Robin Lopez,2,SCORED
637,SG,647.0,213.0,Dwyane Wade,2,MISSED
638,PF,888.0,250.0,Taj Gibson,2,MISSED
639,PF,887.0,249.0,Taj Gibson,2,SCORED
640,SG,694.0,102.0,Jimmy Butler,2,SCORED
641,C,136.0,321.0,Robin Lopez,3,SCORED
642,C,205.0,216.0,Robin Lopez,3,MISSED
643,SG,156.0,143.0,Jimmy Butler,3,SCORED
644,SG,52.0,250.0,Dwyane Wade,3,MISSED
645,SG,54.0,246.0,Jimmy Butler,3,MISSED
646,PF,53.0,259.0,Taj Gibson,3,SCORED
647,SG,221.0,118.0,Dwyane Wade,3,SCORED
648,PF,62.0,252.0,Taj Gibson,3,MISSED
649,SG,205.0,447.0,Dwyane Wade,3,MISSED
650,SG,59.0,274.0,Dwyane Wade,3,SCORED
651,SG,138.0,442.0,Jimmy Butler,3,SCORED
652,SG,285.0,143.0,Dwyane Wade,3,MISSED
653,PF,108.0,198.0,Taj Gibson,3,MISSED
654,SG,236.0,418.0,Jimmy Butler,3,MISSED
657,SG,79.0,192.0,Jimmy Butler,3,MISSED
659,PF,298.0,200.0,Nikola Mirotic,3,MISSED
